Date,Close,stock
2012-07-01,137.710007,SPY
2012-08-01,141.160004,SPY
2012-09-01,143.970001,SPY
2012-10-01,141.350006,SPY
2012-11-01,142.149994,SPY
2012-12-01,142.410004,SPY
2013-01-01,149.699997,SPY
2013-02-01,151.610001,SPY
2013-03-01,156.669998,SPY
2013-04-01,159.679993,SPY
2013-05-01,163.449997,SPY
2013-06-01,160.419998,SPY
2013-07-01,168.710007,SPY
2013-08-01,163.649994,SPY
2013-09-01,168.009995,SPY
2013-10-01,175.789993,SPY
2013-11-01,181,SPY
2013-12-01,184.690002,SPY
2014-01-01,178.179993,SPY
2014-02-01,186.289993,SPY
2014-03-01,187.009995,SPY
2014-04-01,188.309998,SPY
2014-05-01,192.679993,SPY
2014-06-01,195.720001,SPY
2014-07-01,193.089996,SPY
2014-08-01,200.710007,SPY
2014-09-01,197.020004,SPY
2014-10-01,201.660004,SPY
2014-11-01,207.199997,SPY
2014-12-01,205.539993,SPY
2015-01-01,199.449997,SPY
2015-02-01,210.660004,SPY
2015-03-01,206.429993,SPY
2015-04-01,208.460007,SPY
2015-05-01,211.139999,SPY
2015-06-01,205.850006,SPY
2015-07-01,210.5,SPY
2015-08-01,197.669998,SPY
2015-09-01,191.630005,SPY
2015-10-01,207.929993,SPY
2015-11-01,208.690002,SPY
2015-12-01,203.869995,SPY
2016-01-01,193.720001,SPY
2016-02-01,193.559998,SPY
2016-03-01,205.520004,SPY
2016-04-01,206.330002,SPY
2016-05-01,209.839996,SPY
2016-06-01,209.479996,SPY
2016-07-01,217.119995,SPY
2016-08-01,217.380005,SPY
2016-09-01,216.300003,SPY
2016-10-01,212.550003,SPY
2016-11-01,220.380005,SPY
2016-12-01,223.529999,SPY
2017-01-01,227.529999,SPY
2017-02-01,236.470001,SPY
2017-03-01,235.740005,SPY
2017-04-01,238.080002,SPY
2017-05-01,241.440002,SPY
2017-06-01,241.800003,SPY
2017-07-01,246.770004,SPY
2017-08-01,247.490005,SPY
2017-09-01,251.229996,SPY
2017-10-01,257.149994,SPY
2017-11-01,265.01001,SPY
2017-12-01,266.859985,SPY
2018-01-01,281.899994,SPY
2018-02-01,271.649994,SPY
2018-03-01,263.149994,SPY
2018-04-01,264.51001,SPY
2018-05-01,270.940002,SPY
2018-06-01,271.279999,SPY
2018-07-01,281.329987,SPY
2018-08-01,290.309998,SPY
2018-09-01,290.720001,SPY
2018-10-01,270.630005,SPY
2018-11-01,275.649994,SPY
2018-12-01,249.919998,SPY
2019-01-01,269.929993,SPY
2019-02-01,278.679993,SPY
2019-03-01,282.480011,SPY
2019-04-01,294.019989,SPY
2019-05-01,275.269989,SPY
2019-06-01,293,SPY
2019-07-01,297.429993,SPY
2019-08-01,292.450012,SPY
2019-09-01,296.769989,SPY
2019-10-01,303.329987,SPY
2019-11-01,314.309998,SPY
2019-12-01,321.859985,SPY
2020-01-01,321.730011,SPY
2020-02-01,296.26001,SPY
2020-03-01,257.75,SPY
2020-04-01,290.480011,SPY
2020-05-01,304.320007,SPY
2020-06-01,308.359985,SPY
2020-07-01,326.519989,SPY
2020-08-01,349.309998,SPY
2020-09-01,334.890015,SPY
2020-10-01,326.540009,SPY
2020-11-01,362.059998,SPY
2020-12-01,373.880005,SPY
2021-01-01,370.070007,SPY
2021-02-01,380.359985,SPY
2021-03-01,396.329987,SPY
2021-04-01,417.299988,SPY
2021-05-01,420.040009,SPY
2021-06-01,428.059998,SPY
2021-07-01,438.51001,SPY
2021-08-01,451.559998,SPY
2021-09-01,429.140015,SPY
2021-10-01,459.25,SPY
2021-11-01,455.559998,SPY
2021-12-01,474.959991,SPY
